node,importance
0xE11fc0B43ab98Eb91e9836129d1ee7c3Bc95df50,0.15
0x426b3affbbe924e01575d5b3cb9dc640625bbb49,0.0019921875
0xeda2f39d1fa6c7e3efdfd28ec8a38e808cb062e7,0.0020103956653225808
0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,0.0025776935368456034
0x55b2b4c3bdef7ceb2ecc57a9b91e65b9878dbc81,0.0020206681052587364
0x3d16451a4b73e778bfec126025ba79716a17e32d,0.0020206681052587364
0x88c70e2478a321a944815593de80bad83aa3dc4c,0.0020206681052587364
0x10025a49f69ba9445e9b81d0003b235ee629115f,0.0020206681052587364
0xcf5d9da2b167ab92d6737770adc70930d9ecc932,0.0020206681052587364
0xd861853a9ce8695f910895490027551f6763db72,0.0020206681052587364
0x7768ae94dfabbc8da553ebdeb81a788163676477,0.0020206681052587364
0x38bd96dcb6fa20b35ea7558795f0a668487a65ae,0.002068378324410679
0xffc699711709ff26664cc5bb2f9fd3b3635e93ff,0.002074676124014145
0xcc8f949b05444e2d3803bc892d05ff99d4d18fcc,0.002053685218580567
0xc077dd71187e08003fd91dd01f0a173d93c02184,0.0020269659048622025
0xed76187ad1e4f974229ac9a5aeb2aaa427c5a987,0.0020269659048622025
0xe2bb94210b41ce4c01b9b97f3ac62e728e472f9c,0.0020269659048622025
